Serial No. Of Polling Station,All India Anna Dravida Munnetra Kazhagam,Naam Tamilar Katchi,Dravida Munnetra Kazhagam,Tamilaga Vettri Kazhagam,Naam Indiar Party,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Puthiya Tamilagam,Independent,Independent.1,Independent.2,Independent.3,Independent.4,Independent.5,Independent.6,Independent.7,Total of Valid Votes,No. Of Rejected Votes,NOTA,Total,No. Of Tendered Votes,Part No,Location and Name of Building in which Polling Station Located,Polling Area,Polling Station Type,Winner_Party,Winner_Votes,Runner_Up_Votes,Margin_Of_Victory,Runner_Up_Party,All India Anna Dravida Munnetra Kazhagam_Rank,Naam Tamilar Katchi_Rank,Dravida Munnetra Kazhagam_Rank,Tamilaga Vettri Kazhagam_Rank,Naam Indiar Party_Rank,All India Puratchi Thalaivar Makkal Munnettra Kazhagam_Rank,Puthiya Tamilagam_Rank,Independent_Rank,Margin_Percentage,Total_Independent_Votes,AIADMK_share_pct,NTK_share_pct,DMK_share_pct,TVK_share_pct,NIP_share_pct,AIPTMK_share_pct,PT_share_pct,IND_share_pct,Cluster_ID
1,347,22,213,221,0,2,0,6,1,0,0,2,1,1,1,811,0,6,817,0,1,"Panchayat  Union Middle School Main Building, Ayankarisalkulam","1.AyanKarisalKulam (R.V) And (P) AyanKarisalKulam Block 1 ,
2.AyanKarisalKulam (R.V) And(P) AyanKarisalKulam Block 2 , 3.AyanKarisalKulam (R.V) And(P) AyanKarisalKulam Block 3 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,347,221,126,Tamilaga Vettri Kazhagam,1,4,3,2,7,6,7,5,15.5363748458693,6,42.78668310727497,2.712700369913687,26.26387176325524,27.25030826140567,0.0,0.2466091245376079,0.0,0.7398273736128237,2
2,255,45,204,172,1,1,2,5,0,0,0,1,0,2,1,685,0,4,689,0,2,Panchayat  Union Middle school North New Building Mavilpatti,"1.Ayan Karisalkulam (R.V) And (P) Mavilpatti Block1 2.Ayan
Karisalkulam (R.V) And (P) Mavilpatti Block2 3.Ayan Karisalkulam
(R.V) And (P) Mavilpatti Block3 4.Ayan Karisalkulam (R.V) And (P) Mavilpatti Block4 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,255,204,51,Dravida Munnetra Kazhagam,1,4,2,3,7,7,6,5,7.445255474452554,5,37.22627737226277,6.569343065693431,29.78102189781022,25.10948905109489,0.145985401459854,0.145985401459854,0.291970802919708,0.7299270072992701,2
3,289,53,215,179,1,2,0,1,1,0,0,0,0,0,0,740,0,3,743,0,3,"Government  Higer  Secondary  School, Western Portion West Building, Vemboor","1.Vemboor  (R.V.) and (P), Vemboor  block 1 2.Vemboor  (R.V) and (P) Vemboor  Block-2 3.Vemboor  (R.V.) and (P) Vemboor  Block-3
99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,289,215,74,Dravida Munnetra Kazhagam,1,4,2,3,6,5,8,6,10.0,1,39.05405405405406,7.162162162162162,29.05405405405405,24.18918918918919,0.1351351351351351,0.2702702702702703,0.0,0.1351351351351351,2
4,71,15,133,121,0,0,4,1,0,0,0,0,0,1,0,345,0,1,346,0,4,"Governement  Higher  Seocndary  School, Anna Centinary Hall (2 Class Rooms),
West  Building Vemboor",1) Vemboor  (R.V.) and (P) Vemboor  Block-4 2) Vemboor  (R.V.) and (P) Vemboor  Block-5 99.OVERSEAS ELECTORS,General,Dravida Munnetra Kazhagam,133,121,12,Tamilaga Vettri Kazhagam,3,4,1,2,7,7,5,6,3.478260869565217,1,20.57971014492754,4.347826086956522,38.55072463768116,35.07246376811594,0.0,0.0,1.159420289855073,0.2898550724637681,1
5,183,73,246,219,0,2,8,9,1,0,1,0,0,2,1,740,0,1,741,0,5,"Government  Higher  Secondary  School, Western Portion, Vemboor","1.Kodangipatti (R.V), Vemboor  (P) RamasamyPuram Block 6 , 2.Kodangipatti (R.V), Vemboor  (P) Azhkapuri Block 7 , 3.Kodangipatti (R.V), Vemboor  (P) Kodangipatti Block 8 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,246,219,27,Tamilaga Vettri Kazhagam,3,4,1,2,8,7,6,5,3.648648648648649,9,24.72972972972973,9.864864864864865,33.24324324324324,29.59459459459459,0.0,0.2702702702702703,1.081081081081081,1.216216216216216,1
6,165,22,162,158,1,3,7,4,0,0,0,0,0,2,2,522,0,3,525,0,6,"Panchayat  Union Middle school Eastern Portion ,Melakaranthai","1.Melakaranthai (R.V) And (P) Melakaranthai Block 1 , 2.Melakaranthai (R.V) And (P) Melakaranthai Block 3 99.OVERSEAS
ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,165,162,3,Dravida Munnetra Kazhagam,1,4,2,3,8,7,5,6,0.5747126436781609,4,31.60919540229885,4.21455938697318,31.03448275862069,30.26819923371648,0.1915708812260536,0.5747126436781609,1.340996168582375,0.7662835249042145,1
7,115,33,188,142,0,38,0,8,1,0,1,0,2,3,1,524,0,2,526,0,7,"Panchayat  Union Middle School
Eastern Building, Melakaranthai","1.Melakaranthai (R.V) And (P) Melakaranthai Block 2 99.OVERSEAS
ELECTORS",General,Dravida Munnetra Kazhagam,188,142,46,Tamilaga Vettri Kazhagam,3,5,1,2,7,4,7,6,8.778625954198473,8,21.94656488549618,6.297709923664121,35.87786259541985,27.09923664122137,0.0,7.251908396946565,0.0,1.526717557251908,3
8,205,36,204,234,1,0,2,5,1,0,0,1,1,1,0,687,0,4,691,0,8,"Panchayat  Union middle School
,Keelakaranthai","1.Kelakaranthai (R.V) And (P) Kelakaranthai Block 1 , 2.Kelakaranthai (R.V) And (P) Kelakaranthai Block 2 99.OVERSEAS
ELECTORS",General,Tamilaga Vettri Kazhagam,234,205,29,All India Anna Dravida Munnetra Kazhagam,2,4,3,1,7,8,6,5,4.221251819505095,5,29.83988355167395,5.240174672489083,29.69432314410481,34.06113537117904,0.1455604075691412,0.0,0.2911208151382824,0.727802037845706,1
9,137,13,243,112,1,0,6,9,0,1,1,0,2,3,1,521,0,2,523,0,9,"Panchayat  Union Middle School New
Building, Masarpatti","1.Masarpatti (R.V) And (P) Masarpatti Block 1 , 2.Masarpatti (R.V)
And (P) Masarpatti Block 2 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,243,137,106,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,7,8,6,5,20.34548944337812,9,26.29558541266795,2.495201535508637,46.64107485604607,21.49712092130518,0.1919385796545106,0.0,1.151631477927063,1.727447216890595,3
10,125,8,203,141,0,3,0,4,0,0,0,0,0,2,2,484,0,5,489,0,10,"Panchayt  Union Primary  School New Building, Kailasapuram","1.Rajapatti (R.V) And (P) Rajapatti Block 1 , 2.Rajapatti (R.V) And (P) Kailasapuram Block 2 , 3.Rajapatti (R.V) And (P) Kailasapuram Block
3 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,203,141,62,Tamilaga Vettri Kazhagam,3,4,1,2,7,6,7,5,12.8099173553719,4,25.82644628099173,1.652892561983471,41.94214876033057,29.13223140495867,0.0,0.6198347107438017,0.0,0.8264462809917356,3
11,157,43,172,164,0,0,5,7,0,1,1,1,0,1,1,548,0,4,552,0,11,"Hindu Primary  School New Building, InamArunachaluram","1.Innam Arunachalapuram (R.V) And (P) Innam Arunachalapuram
Block 1 , 2.Thomalaipatti (R.V), Innam Arunachalapuram (P) TholMalaipatti Block 2 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,172,164,8,Tamilaga Vettri Kazhagam,3,4,1,2,7,7,6,5,1.45985401459854,7,28.64963503649635,7.846715328467154,31.38686131386861,29.92700729927008,0.0,0.0,0.9124087591240875,1.277372262773723,1
12,162,81,283,224,1,1,6,10,0,0,0,2,2,4,0,768,0,5,773,0,12,"Panchayat  Union middle
School,Thappatthi","1.Thappathi (R.V) And (P) Thappathi Block 1 , 2.Thappathi (R.V) And
(P) Thappathi Block 2 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,283,224,59,Tamilaga Vettri Kazhagam,3,4,1,2,7,7,6,5,7.682291666666667,10,21.09375,10.546875,36.84895833333333,29.16666666666667,0.1302083333333333,0.1302083333333333,0.78125,1.302083333333333,1
13,148,23,176,114,1,10,6,5,0,2,0,1,0,1,1,483,0,3,486,0,13,"Panchayat  Union Middle school New Building, Ayanvadamalapuram","1.Ayanvadamalapuram (R.V) and P Ayanvadamalapuram Block 1 2.Ayanvadamalapuram (R.V) and P Ayanvadamalapuram Block 2
99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,176,148,28,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,8,5,6,7,5.797101449275362,5,30.64182194616977,4.761904761904762,36.43892339544513,23.60248447204969,0.2070393374741201,2.070393374741201,1.24223602484472,1.0351966873706,1
14,101,41,129,143,0,40,0,8,0,0,0,2,0,6,0,462,0,2,464,0,14,"Panchayat  Union middle school East side Building , Front  room
Ayanvadamalapuram",1.Ayanvadamalapuram (R.V) and P Achiankulam Block 3 99.OVERSEAS ELECTORS,General,Tamilaga Vettri Kazhagam,143,129,14,Dravida Munnetra Kazhagam,3,4,2,1,7,5,7,6,3.03030303030303,8,21.86147186147186,8.874458874458876,27.92207792207792,30.95238095238095,0.0,8.658008658008658,0.0,1.731601731601732,1
15,258,37,188,137,0,2,0,5,0,0,1,0,1,1,1,627,0,5,632,0,15,"Hindu Nadar  Higher  sec School Centre
Building East  Side, N  Vedapatti","1.N.vedapatti (R.V) And (P) N.vedapatti block 1 , 2.N.Vedapatti (R.V)
And(P) N.Vedapatti Block 2 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,258,188,70,Dravida Munnetra Kazhagam,1,4,2,3,7,6,7,5,11.16427432216906,5,41.14832535885167,5.901116427432217,29.98405103668261,21.85007974481659,0.0,0.3189792663476874,0.0,0.7974481658692184,2
16,315,22,295,219,0,3,0,15,1,0,0,3,4,7,0,869,0,2,871,0,16,"Panchayat  Union Middle School South Building Eastern Portion, Singlipatti","1.Singhelipatti (R.V), N.  Vedapatti (P) Singhelipatti Block 3 , 2.Singilipatti (R.V), N.  Vedapatti (P) Kalukkumi Block 1 , 3.Singilipatti (R.V), N.Vedapatti (P) Kallukkumi Block 2 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,315,295,20,Dravida Munnetra Kazhagam,1,4,2,3,7,6,7,5,2.301495972382048,15,36.24856156501726,2.531645569620253,33.94706559263521,25.20138089758343,0.0,0.3452243958573072,0.0,1.726121979286536,1
17,361,60,216,189,0,4,0,4,0,0,0,1,1,1,1,834,0,6,840,0,17,"T.V.A.  Nallalagu Nadar  Higher  Sec. School North Building West Side, Perilovanpatti","1.Pherilovanpatti (R.V) And (P) Pherilovanpatti Block 1 ,
2.Pherilovanpatti (R.V) And (P) Pherilovanpatti Block 2 , 3.Pherilovanpatti (R.V) And (P) Mudalipatti Block 3 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,361,216,145,Dravida Munnetra Kazhagam,1,4,2,3,7,5,7,5,17.38609112709832,4,43.28537170263789,7.194244604316546,25.89928057553957,22.66187050359712,0.0,0.4796163069544364,0.0,0.4796163069544364,2
18,90,25,110,101,1,0,0,3,0,0,0,0,2,1,0,330,0,1,331,0,18,"Hindu Primary  School,
Keelanambipuram","1.Nambipuram (R.V) And (P) Nambipuram Block 1 99.OVERSEAS
ELECTORS",General,Dravida Munnetra Kazhagam,110,101,9,Tamilaga Vettri Kazhagam,3,4,1,2,6,7,7,5,2.727272727272727,3,27.27272727272727,7.575757575757576,33.33333333333333,30.6060606060606,0.303030303030303,0.0,0.0,0.9090909090909091,1
19,266,56,273,191,1,3,7,9,1,0,0,1,1,4,1,806,0,4,810,0,19,"Panchayat  Union Middle School North Side, Melmambipuram",1.Nambipuram (R.V) And (P) Ponnaihpuram Block 2. 2.Nambipuram (R.V) And (P) Mela NambipuramBlock 3 . 3.Nambipuram (R.V) And (P) Mela Nambipuram Block 4. 4.Nambipuram (R.V) And (P) Mela Nambipuram Block 5. 99.OVERSEAS ELECTORS,General,Dravida Munnetra Kazhagam,273,266,7,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,8,7,6,5,0.8684863523573202,9,33.00248138957816,6.947890818858562,33.87096774193548,23.69727047146402,0.1240694789081886,0.3722084367245658,0.8684863523573202,1.116625310173697,1
20,207,35,249,190,0,2,2,9,2,0,0,3,1,3,0,694,0,2,696,0,20,St.Valan R.C. Primary  School Kottur,"1.Muthulapuram (R.V) And (P) Muthulapuram (Kottur) Block 3 .
2.Muthulapuram (R.V) And (P) Muthulapuram Block 4 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,249,207,42,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,8,6,6,5,6.051873198847262,9,29.82708933717579,5.043227665706052,35.87896253602306,27.37752161383285,0.0,0.2881844380403458,0.2881844380403458,1.296829971181556,1
21,215,21,136,204,0,1,0,2,0,0,0,0,0,1,1,579,0,3,582,0,21,"Panchayat  Union Primary  School New Building(west Portion), Kottur","1.Muthulapuram (R.V) And (P) Muthulapuram (Kottur) Block 5. 2.Muthulapuram (R.V) And (P) Muthulapuram Sourth Block 6.
99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,215,204,11,Tamilaga Vettri Kazhagam,1,4,3,2,7,6,7,5,1.899827288428325,2,37.13298791018998,3.626943005181347,23.4887737478411,35.23316062176166,0.0,0.1727115716753022,0.0,0.3454231433506045,1
22,49,23,112,68,0,0,4,0,0,0,0,0,0,0,0,256,0,0,256,0,22,"Hindu Nadar  Middle School North Side, Muthulapuram","1.Muthulapuram (R.V) And (P) Muthulapuram Block 1. 2.Muthulapuram (R.V) And (P) Muthulapuram Block 2.
99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,112,68,44,Tamilaga Vettri Kazhagam,3,4,1,2,6,6,5,6,17.1875,0,19.140625,8.984375,43.75,26.5625,0.0,0.0,1.5625,0.0,3
23,121,33,173,181,0,4,3,4,0,0,1,0,0,1,1,519,0,0,519,0,23,"Panchayat  Union Primary  School, Keelnattukurichi","1.Keelnattukurichi (R.V), Muthulapuram (P) Keelnattukurichi Block 1
, 2.Sakeliyapatti (R.V), Muthulapuram (P) Sakeliyapatti Block 2 99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,181,173,8,Dravida Munnetra Kazhagam,3,4,2,1,8,5,7,5,1.541425818882466,4,23.3140655105973,6.358381502890173,33.33333333333333,34.8747591522158,0.0,0.7707129094412332,0.5780346820809248,0.7707129094412332,1
24,148,19,167,202,1,0,10,3,0,0,0,1,1,0,0,550,0,2,552,0,24,"Nethaji Middle School Main Building Centre Room, Veerapatti","1.Veerappatti (R.V) And (P) Veerappatti Block 1 , 2.Muthualapuram
(P) V. Kumarapuram Block 7. 3.Veerappatti (P) Veerappatti block 2. 99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,202,167,35,Dravida Munnetra Kazhagam,3,4,2,1,7,8,5,6,6.363636363636363,3,26.90909090909091,3.454545454545455,30.36363636363636,36.72727272727273,0.1818181818181818,0.0,1.818181818181818,0.5454545454545455,1
25,145,18,323,203,0,0,0,8,0,0,0,1,1,5,0,697,0,3,700,0,25,"Panchayat  Union primary  school ,
Karupoor","1.Karuppoor  (R.V) And (P) Karuppoor  Block 1 , 2.Karuppoor  (R.V) And
(P) Subbiahpuram Block 2 999.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,323,203,120,Tamilaga Vettri Kazhagam,3,4,1,2,6,6,6,5,17.21664275466284,8,20.80344332855093,2.582496413199426,46.34146341463415,29.12482065997131,0.0,0.0,0.0,1.14777618364419,3
26,68,29,75,108,0,0,0,3,0,0,0,0,0,1,1,283,0,1,284,0,26,"Hindu Nadar  Primary  School, Ayyakottaiyoor","1.Ayyakkottaiuor  (R.V) And (P) Ayyakkottaiuor  block 1 , 2.Ayyakkottaiuor  (R.V) And (P) Ayyakkottaiuor  Block 2 , 3.Ayyakkottaiuor  (R.V) And (P) Panaipatti Block 3 , 4.Ayyakkottaiuor (R.V) And (P) Venkatachalapuram Block 4 99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,108,75,33,Dravida Munnetra Kazhagam,3,4,2,1,6,6,6,5,11.66077738515901,3,24.02826855123675,10.24734982332155,26.5017667844523,38.16254416961131,0.0,0.0,0.0,1.060070671378092,1
27,79,26,159,185,1,0,0,4,0,0,0,1,1,2,0,454,0,4,458,0,27,"Panchayat  Union Middle School Middle Buidling South side, Meenachipuram","1.Meenachipuram (R.V) And (P) Meenachipuram block 1 ,
2.Meenachipuram (R.V) And (P) Meenachipuram Arichana colony Block 2 , 3.Meenachipuram (R.V) And (P) Meenachipuram Block 3 , 4.Meenachipuram (R.V) And (P) Malaipatti Block 4 , 5.Meenachipuram (R.V) And (P) Venkatachalapuram Block 6 99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,185,159,26,Dravida Munnetra Kazhagam,3,4,2,1,6,7,7,5,5.726872246696035,4,17.40088105726872,5.726872246696035,35.02202643171806,40.7488986784141,0.2202643171806168,0.0,0.0,0.881057268722467,1
28,190,40,244,95,0,1,5,4,0,0,1,1,0,2,0,579,0,1,580,0,28,"Panchayat  Union Middle School,
Urulaikudi","1.Urulaikudi (R.V) And (P) Urulaikudi block 1 , 99.OVERSEAS
ELECTORS",General,Dravida Munnetra Kazhagam,244,190,54,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,8,7,5,6,9.32642487046632,4,32.81519861830743,6.90846286701209,42.14162348877375,16.40759930915371,0.0,0.1727115716753022,0.8635578583765112,0.690846286701209,3
29,125,21,306,140,0,0,4,0,0,0,0,0,0,0,0,596,0,0,596,0,29,"Panchayat  Union Primary  School,
Peekkilipatti","1. Urulaikudi (R.V) And (P) Peekkelipatti Block 2 99.OVERSEAS
ELECTORS",General,Dravida Munnetra Kazhagam,306,140,166,Tamilaga Vettri Kazhagam,3,4,1,2,6,6,5,6,27.85234899328859,0,20.97315436241611,3.523489932885906,51.34228187919463,23.48993288590604,0.0,0.0,0.6711409395973155,0.0,3
30,209,119,230,217,0,0,0,4,1,0,0,0,1,1,0,779,0,0,779,0,30,"T.N.D.T.A Middle School East  Building,
Kadalaiyur","1.Kadalaiyur (R.V) And (P) Kadalaiyur Block 1 99.OVERSEAS
ELECTORS",General,Dravida Munnetra Kazhagam,230,217,13,Tamilaga Vettri Kazhagam,3,4,1,2,6,6,6,5,1.668806161745828,4,26.82926829268293,15.27599486521181,29.52503209242619,27.85622593068036,0.0,0.0,0.0,0.5134788189987163,0
31,176,86,217,227,1,0,0,2,0,0,0,1,0,1,0,709,0,3,712,0,31,"T.N.D.T.A Middle School North Building,
Kadalaiyur","1.Kadalaiyur (R.V) And (P) Kadalaiyur Block 2, 2.Kadalaiyur (R.V)
And (P) Kadalaiyur Block 3 99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,227,217,10,Dravida Munnetra Kazhagam,3,4,2,1,6,7,7,5,1.410437235543018,2,24.82369534555712,12.12976022566996,30.6064880112835,32.01692524682652,0.1410437235543018,0.0,0.0,0.2820874471086037,1
32,225,54,278,261,0,1,3,17,0,0,1,2,3,8,1,839,0,9,848,0,32,"Sengundar High School
South Side Kadalaiyur East  Portion","1.Kadalaiyur (R.V) And (P) Chennaiampatti block 2 . 2.Kadalaiyur
(R.V) And (P) Kadalaiyur Block 4 3.Kadalaiyur (R.V) And (P) Kadalaiyur Block 5 4.Kadalaiyur (R.V) And (P) Kadalaiyur Block 6 5.Kadalaiyur (R.V) And (P) Kadalaiyur Block 7 6.Kadalaiyur (R.V) And
(P) Therkupatti Block 8 7.Kadalaiyur (R.V) And (P) Kadalaiyur Block 3
99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,278,261,17,Tamilaga Vettri Kazhagam,3,4,1,2,8,7,6,5,2.026221692491061,17,26.81764004767581,6.436233611442193,33.134684147795,31.10846245530393,0.0,0.1191895113230036,0.3575685339690107,2.026221692491061,1
33,258,54,356,158,0,7,6,1,0,0,0,0,0,0,0,840,0,2,842,0,33,"Community  Hall, Varathampatti","1.Varathampatti (R.V) And (P) Varathampatti block 1 ,
2.Varathampatti (R.V) And (P) Vallinayakepuram Block 2
,3.Varathampatti (R.V) And (P) Kattramanpatti Block 3 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,356,258,98,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,8,5,6,7,11.66666666666667,1,30.71428571428572,6.428571428571428,42.38095238095238,18.80952380952381,0.0,0.8333333333333334,0.7142857142857143,0.1190476190476191,3
34,171,83,246,162,0,0,7,1,0,0,1,0,0,0,0,670,0,3,673,0,34,Panchayat  Union Primary  School Chidambarapuram,"1.K.Chidhambarapuram (R.V),And (P) K.Chidhambarapuram North
Street Block1 , 2.K.Chidhambarapuram (R.V) And (P) K.Chidhambarapuram Middle Street Block1 , 3.K.Chidhambarapuram (R.V) And (P) K.Chidhambarapuram West
Street Block1 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,246,171,75,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,7,7,5,6,11.19402985074627,1,25.52238805970149,12.38805970149254,36.71641791044776,24.17910447761194,0.0,0.0,1.044776119402985,0.1492537313432836,3
35,255,34,244,206,0,1,3,2,0,0,0,1,0,0,1,745,0,5,750,0,35,"Panchayat  Union Primary  School, New Buidling Chinnamalaikundru","1.Sinamalaikuntru (R.V) And (P) Sinamalaikuntru Block 1 ,
2.Sinamalaikuntru (R.V) And (P) Sathurappanaickarpatti Block 2 , 3.Sinamalaikuntru (R.V) And (P) Tippanoothu Block 3 , 4.Sinamalaikuntru (R.V) And (P) Uselampatti Block 4 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,255,244,11,Dravida Munnetra Kazhagam,1,4,2,3,8,7,5,6,1.476510067114094,2,34.22818791946309,4.563758389261745,32.75167785234899,27.6510067114094,0.0,0.1342281879194631,0.4026845637583893,0.2684563758389262,1
36,150,3,105,58,0,0,1,6,0,0,0,1,0,3,0,323,0,3,326,0,36,"Viveganantha Vidhiyasala Primary School, Kumarettiapuram","1.Meenachipuram (R.V)And (P) Kumareddeyapuram block 5 , 2.Meenachipuram (R.V)And (P) Navalakkampatti Block 2
99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,150,105,45,Dravida Munnetra Kazhagam,1,5,2,3,7,7,6,4,13.93188854489164,6,46.43962848297213,0.9287925696594427,32.50773993808049,17.95665634674922,0.0,0.0,0.3095975232198143,1.857585139318885,2
37,239,15,263,177,2,13,0,6,0,0,1,0,0,4,0,715,0,4,719,0,37,"Panchayat  Union Middle School, South Building Sinthalakarai","1.Sinthalakkarai ((R.V) And (P) Duraisamypuram Block 1 , 2.Sinthalakkarai (R.V)And (P) Sinthalakkarai Block 2 99.OVERSEAS
ELECTORS",General,Dravida Munnetra Kazhagam,263,239,24,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,7,5,8,6,3.356643356643357,6,33.42657342657343,2.097902097902098,36.78321678321678,24.75524475524475,0.2797202797202797,1.818181818181818,0.0,0.8391608391608392,1
38,103,10,123,83,0,0,0,5,0,0,0,2,0,1,1,324,0,1,325,0,38,"Panchayat  Union Primary  School, R. Venkadeshwerapuram","1.Sinthalakarai (R.V) ,R. Venkateshwarapuram (P) R.
Venkateshwarapuram Block 1 , 2.Sinthalakarai (R.V) ,R. Venkateshwarapuram (P) R. Venkateshwarapuram Block 2 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,123,103,20,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,6,6,6,5,6.172839506172839,5,31.79012345679013,3.08641975308642,37.96296296296296,25.61728395061728,0.0,0.0,0.0,1.54320987654321,1
39,116,19,142,111,0,2,1,10,0,0,0,0,0,8,1,401,0,1,402,0,39,"Panchayat  Union Primary  School,
Ramanoothu","1.Ramanoothu (R.V) And (P) Ramanoothu Block 1 , 2.Ramanoothu
(R.V) And (P) Ramanoothu Block 2 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,142,116,26,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,8,6,7,5,6.483790523690773,10,28.92768079800499,4.738154613466334,35.41147132169576,27.68079800498753,0.0,0.4987531172069825,0.2493765586034913,2.493765586034913,1
40,63,41,99,85,0,12,2,7,0,0,1,2,0,3,0,309,0,0,309,0,40,"Panchayat  Union Primary  School New Building, Thalaikattupuram","1.Thalaikkattupuram (R.V) And (P) Thalaikkattupuram Block 1 ,
2.Thalaikkattupuram (R.V) And (P) Thalaikkattupuram Block 2 ,
3.Thalaikkattupuram (R.V) And (P) Sankaralingapuram Block 3 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,99,85,14,Tamilaga Vettri Kazhagam,3,4,1,2,8,5,7,6,4.53074433656958,7,20.38834951456311,13.26860841423948,32.03883495145632,27.50809061488673,0.0,3.883495145631068,0.6472491909385114,2.26537216828479,0
41,113,34,69,60,0,2,0,0,0,0,0,0,0,0,0,278,0,1,279,0,41,Panchayat  Union Primary  School Kumarasubramaniyapuram,"1.Thalaikkattupuram (R.V) And (P) Thangammalpuram Block 4 ,
2.Thalaikkattupuram (R.V) And (P) Kumarasubramaniyapuram Block 5 , 3.Thalaikkattupuram (R.V) And (P) Chinnapuram Block 6 , 4.Thalaikkattupuram (R.V) And (P) Pudhupatti Block 7 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,113,69,44,Dravida Munnetra Kazhagam,1,4,2,3,6,5,6,6,15.8273381294964,0,40.64748201438849,12.23021582733813,24.82014388489209,21.58273381294964,0.0,0.7194244604316548,0.0,0.0,2
42,202,17,244,169,2,27,0,8,0,0,1,0,0,6,1,669,0,1,670,0,42,"T.D.T.A primary School south side New
Building , Velidupatti","1.Velidupatti (R.V) And (P) Velidupatti Block 1 , 2.Velidupatti (R.V)
And (P) Velidupatti Block 2 999.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,244,202,42,All India Anna Dravida Munnetra Kazhagam,2,5,1,3,7,4,8,6,6.278026905829597,8,30.19431988041854,2.541106128550075,36.47234678624813,25.26158445440957,0.2989536621823617,4.035874439461884,0.0,1.195814648729447,1
43,209,31,202,124,0,15,24,6,2,0,0,1,0,1,0,611,0,1,612,0,43,"Panchayat  Union Primary  School East Building, Pillayarnatham","1.Chithavanayackanpatti (R.V), Pillaiyarnatham (P) Pillaiyarnatham
Block 1 , 2.Chithavanayackanpatti (R.V), Pillaiyarnatham (P) Chokalingapuram Block3 , 3.Chithavanayackanpatti (R.V), Pillaiyarnatham (P) Kumareddyapuram Block 4 99.OVERSEAS
ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,209,202,7,Dravida Munnetra Kazhagam,1,4,2,3,8,6,5,7,1.145662847790507,6,34.20621931260229,5.073649754500818,33.06055646481178,20.29459901800327,0.0,2.454991816693944,3.927986906710311,0.9819967266775778,1
44,185,19,128,111,0,0,0,0,0,0,0,0,0,0,0,443,0,2,445,0,44,"Panchayat  Union Primary  School East New Building South facing,
Pillaiarnattham","2.Chithavanayackanpatti (R.V), Pillaiyarnatham (P) Pillaiyarnatham Block 2 , 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,185,128,57,Dravida Munnetra Kazhagam,1,4,2,3,5,5,5,5,12.86681715575621,0,41.76072234762979,4.288939051918736,28.89390519187359,25.05643340857788,0.0,0.0,0.0,0.0,2
